Player,Short Name,Player ID,Birthdate,Team,Team ID,Match,Match ID,Date,Competition,Competition ID,Season,Season ID,Competition Edition ID,Position,Position Group,Minutes,Minutes TIP,Minutes OTIP,Minutes 1,Minutes 1 TIP,Minutes 1 OTIP,Minutes 2,Minutes 2 TIP,Minutes 2 OTIP,Physical Check Passed,Distance,M/min,Running Distance,HSR Distance,HSR Count,Sprint Distance,Sprint Count,HI Distance,HI Count,PSV-99,Medium Acceleration Count,High Acceleration Count,Medium Deceleration Count,High Deceleration Count,Explosive Acceleration to HSR Count,Time to HSR,Time to HSR Post-COD,Explosive Acceleration to Sprint Count,Time to Sprint,Time to Sprint Post-COD,Change of Direction Count,Time to 505 - Around 90,Time to 505 - Around 180,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,HSR Count TIP,Sprint Distance TIP,Sprint Count TIP,HI Distance TIP,HI Count TIP,Medium Acceleration Count TIP,High Acceleration Count TIP,Medium Deceleration Count TIP,High Deceleration Count TIP,Explosive Acceleration to HSR Count TIP,Explosive Acceleration to Sprint Count TIP,Change of Direction Count TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,HI Distance OTIP,HI Count OTIP,Medium Acceleration Count OTIP,High Acceleration Count OTIP,Medium Deceleration Count OTIP,High Deceleration Count OTIP,Explosive Acceleration to HSR Count OTIP,Explosive Acceleration to Sprint Count OTIP,Change of Direction Count OTIP,Distance 1,M/min 1,Running Distance 1,HSR Distance 1,HSR Count 1,Sprint Distance 1,Sprint Count 1,HI Distance 1,HI Count 1,Medium Acceleration Count 1,High Acceleration Count 1,Medium Deceleration Count 1,High Deceleration Count 1,Explosive Acceleration to HSR Count 1,Explosive Acceleration to Sprint Count 1,Change of Direction Count 1,Distance 1 TIP,M/min 1 TIP,Running Distance 1 TIP,HSR Distance 1 TIP,HSR Count 1 TIP,Sprint Distance 1 TIP,Sprint Count 1 TIP,HI Distance 1 TIP,HI Count 1 TIP,Medium Acceleration Count 1 TIP,High Acceleration Count 1 TIP,Medium Deceleration Count 1 TIP,High Deceleration Count 1 TIP,Explosive Acceleration to HSR Count 1 TIP,Explosive Acceleration to Sprint Count 1 TIP,Change of Direction Count 1 TIP,Distance 1 OTIP,M/min 1 OTIP,Running Distance 1 OTIP,HSR Distance 1 OTIP,HSR Count 1 OTIP,Sprint Distance 1 OTIP,Sprint Count 1 OTIP,HI Distance 1 OTIP,HI Count 1 OTIP,Medium Acceleration Count 1 OTIP,High Acceleration Count 1 OTIP,Medium Deceleration Count 1 OTIP,High Deceleration Count 1 OTIP,Explosive Acceleration to HSR Count 1 OTIP,Explosive Acceleration to Sprint Count 1 OTIP,Change of Direction Count 1 OTIP,Distance 2,M/min 2,Running Distance 2,HSR Distance 2,HSR Count 2,Sprint Distance 2,Sprint Count 2,HI Distance 2,HI Count 2,Medium Acceleration Count 2,High Acceleration Count 2,Medium Deceleration Count 2,High Deceleration Count 2,Explosive Acceleration to HSR Count 2,Explosive Acceleration to Sprint Count 2,Change of Direction Count 2,Distance 2 TIP,M/min 2 TIP,Running Distance 2 TIP,HSR Distance 2 TIP,HSR Count 2 TIP,Sprint Distance 2 TIP,Sprint Count 2 TIP,HI Distance 2 TIP,HI Count 2 TIP,Medium Acceleration Count 2 TIP,High Acceleration Count 2 TIP,Medium Deceleration Count 2 TIP,High Deceleration Count 2 TIP,Explosive Acceleration to HSR Count 2 TIP,Explosive Acceleration to Sprint Count 2 TIP,Change of Direction Count 2 TIP,Distance 2 OTIP,M/min 2 OTIP,Running Distance 2 OTIP,HSR Distance 2 OTIP,HSR Count 2 OTIP,Sprint Distance 2 OTIP,Sprint Count 2 OTIP,HI Distance 2 OTIP,HI Count 2 OTIP,Medium Acceleration Count 2 OTIP,High Acceleration Count 2 OTIP,Medium Deceleration Count 2 OTIP,High Deceleration Count 2 OTIP,Explosive Acceleration to HSR Count 2 OTIP,Explosive Acceleration to Sprint Count 2 OTIP,Change of Direction Count 2 OTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaito Hayashida,K. Hayashida,929420,2001-08-29,Kamatamare Sanuki,4082,Zweigen Kanazaw - Kamatamare Sanu,2056537,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Center Back,Central Defender,96.75,18.8,28.58,47.22,9.62,12.65,49.53,9.18,15.93,TRUE,10873.0,112.38,1509.0,436.0,38.0,39.0,4.0,475.0,42.0,25.7,122.0,5.0,98.0,17.0,1.0,0.91,0.91,0.0,,,35.0,2.44,2.95,2445.0,130.05,295.0,55.0,6.0,3.0,0.0,58.0,6.0,21.0,0.0,16.0,1.0,0.0,0.0,5.0,4368.0,152.83,886.0,277.0,25.0,32.0,2.0,309.0,27.0,59.0,3.0,42.0,7.0,1.0,0.0,29.0,5484.0,116.14,834.0,227.0,20.0,14.0,2.0,241.0,22.0,62.0,3.0,50.0,11.0,1.0,0.0,20.0,1267.0,131.7,176.0,10.0,2.0,1.0,0.0,11.0,2.0,11.0,0.0,9.0,1.0,0.0,0.0,2.0,2014.0,159.21,448.0,130.0,12.0,11.0,1.0,141.0,13.0,27.0,2.0,20.0,4.0,1.0,0.0,18.0,5389.0,108.8,675.0,209.0,18.0,25.0,2.0,234.0,20.0,60.0,2.0,48.0,6.0,0.0,0.0,15.0,1178.0,128.32,119.0,45.0,4.0,2.0,0.0,47.0,4.0,10.0,0.0,7.0,0.0,0.0,0.0,3.0,2354.0,147.77,438.0,147.0,13.0,21.0,1.0,168.0,14.0,32.0,1.0,22.0,3.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junsei  Ishikura,J. Ishikura,999954,2003-03-03,Kamatamare Sanuki,4082,Zweigen Kanazaw - Kamatamare Sanu,2056537,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Midfield,Midfield,96.75,18.8,28.58,47.22,9.62,12.65,49.53,9.18,15.93,TRUE,11741.0,121.35,2267.0,724.0,60.0,34.0,2.0,758.0,62.0,24.9,137.0,3.0,107.0,15.0,0.0,,,0.0,,,64.0,2.17,2.95,2854.0,151.81,534.0,181.0,14.0,11.0,1.0,192.0,15.0,31.0,2.0,16.0,2.0,0.0,0.0,14.0,5073.0,177.5,1440.0,489.0,37.0,20.0,0.0,509.0,37.0,60.0,0.0,42.0,5.0,0.0,0.0,41.0,5797.0,122.77,1146.0,340.0,26.0,4.0,0.0,344.0,26.0,64.0,2.0,52.0,9.0,0.0,0.0,34.0,1499.0,155.82,286.0,92.0,7.0,0.0,0.0,92.0,7.0,13.0,1.0,10.0,2.0,0.0,0.0,7.0,2345.0,185.38,706.0,221.0,15.0,2.0,0.0,223.0,15.0,28.0,0.0,21.0,3.0,0.0,0.0,24.0,5944.0,120.01,1121.0,384.0,34.0,30.0,2.0,414.0,36.0,73.0,1.0,55.0,6.0,0.0,0.0,30.0,1355.0,147.6,248.0,89.0,7.0,11.0,1.0,100.0,8.0,18.0,1.0,6.0,0.0,0.0,0.0,7.0,2728.0,171.25,734.0,268.0,22.0,18.0,0.0,286.0,22.0,32.0,0.0,21.0,2.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Harano,R. Harano,1052757,2007-05-06,Kamatamare Sanuki,4082,Zweigen Kanazaw - Kamatamare Sanu,2056537,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Winger,Wide Attacker,1.95,0.5,0.55,0.0,0.0,0.0,1.95,0.5,0.55,FALSE,,,,,,,,,,26.4,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauru Asada,H. Asada,1052761,2004-02-12,Kamatamare Sanuki,4082,Zweigen Kanazaw - Kamatamare Sanu,2056537,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Left Midfield,Midfield,74.72,15.6,22.22,47.22,9.62,12.65,27.5,5.98,9.57,TRUE,8677.0,116.13,1415.0,535.0,50.0,71.0,7.0,606.0,57.0,26.3,117.0,3.0,89.0,9.0,3.0,0.86,0.86,0.0,,,44.0,2.1,,2331.0,149.42,523.0,205.0,17.0,20.0,2.0,225.0,19.0,28.0,1.0,21.0,1.0,1.0,0.0,21.0,3565.0,160.44,731.0,292.0,28.0,37.0,3.0,329.0,31.0,49.0,1.0,32.0,4.0,1.0,0.0,19.0,5318.0,112.62,868.0,369.0,32.0,41.0,4.0,410.0,36.0,67.0,2.0,49.0,8.0,2.0,0.0,28.0,1453.0,151.04,326.0,149.0,12.0,18.0,2.0,167.0,14.0,17.0,1.0,12.0,1.0,1.0,0.0,14.0,2050.0,162.06,441.0,185.0,16.0,10.0,1.0,195.0,17.0,25.0,1.0,16.0,3.0,1.0,0.0,12.0,3359.0,122.15,547.0,166.0,18.0,30.0,3.0,196.0,21.0,50.0,1.0,40.0,1.0,1.0,0.0,16.0,878.0,146.82,197.0,56.0,5.0,2.0,0.0,58.0,5.0,11.0,0.0,9.0,0.0,0.0,0.0,7.0,1515.0,158.31,290.0,107.0,12.0,27.0,2.0,134.0,14.0,24.0,0.0,16.0,1.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shin Miyazaki,S. Miyazaki,1052763,2003-08-30,Kamatamare Sanuki,4082,Zweigen Kanazaw - Kamatamare Sanu,2056537,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Left Center Back,Central Defender,96.75,18.8,28.58,47.22,9.62,12.65,49.53,9.18,15.93,TRUE,10888.0,112.54,1626.0,592.0,51.0,92.0,8.0,684.0,59.0,26.6,117.0,6.0,98.0,15.0,6.0,0.73,,4.0,1.58,,44.0,2.0,3.1,2715.0,144.41,443.0,170.0,16.0,31.0,3.0,201.0,19.0,23.0,0.0,14.0,1.0,0.0,0.0,10.0,4434.0,155.14,895.0,353.0,30.0,42.0,3.0,395.0,33.0,52.0,4.0,37.0,5.0,4.0,3.0,30.0,5490.0,116.26,902.0,376.0,28.0,41.0,4.0,417.0,32.0,58.0,3.0,43.0,4.0,3.0,0.0,22.0,1461.0,151.87,291.0,130.0,10.0,14.0,2.0,144.0,12.0,11.0,0.0,8.0,0.0,0.0,0.0,3.0,2087.0,164.98,449.0,195.0,14.0,15.0,1.0,210.0,15.0,25.0,2.0,18.0,1.0,2.0,0.0,17.0,5398.0,108.98,724.0,216.0,23.0,51.0,4.0,267.0,27.0,59.0,3.0,55.0,11.0,3.0,3.0,22.0,1254.0,136.6,152.0,40.0,6.0,17.0,1.0,57.0,7.0,12.0,0.0,6.0,1.0,0.0,0.0,7.0,2347.0,147.33,446.0,158.0,16.0,27.0,2.0,185.0,18.0,27.0,2.0,19.0,4.0,2.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Geria,J. Geria,23884,1993-05-10,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Center Back,Central Defender,98.67,16.27,34.95,47.12,8.57,14.05,51.55,7.7,20.9,TRUE,10235.0,103.73,1362.0,482.0,47.0,180.0,12.0,662.0,59.0,30.5,138.0,9.0,113.0,14.0,6.0,0.68,0.69,1.0,1.26,1.26,37.0,2.3,2.93,2128.0,130.79,444.0,87.0,9.0,20.0,2.0,107.0,11.0,24.0,1.0,21.0,2.0,1.0,0.0,6.0,4639.0,132.73,722.0,297.0,30.0,103.0,7.0,400.0,37.0,65.0,5.0,52.0,5.0,3.0,1.0,23.0,5121.0,108.68,783.0,244.0,24.0,81.0,6.0,325.0,30.0,70.0,4.0,54.0,8.0,2.0,1.0,20.0,1234.0,143.99,301.0,63.0,7.0,16.0,2.0,79.0,9.0,13.0,1.0,13.0,1.0,0.0,0.0,4.0,1999.0,142.28,352.0,135.0,13.0,36.0,4.0,171.0,17.0,31.0,2.0,19.0,2.0,1.0,1.0,11.0,5114.0,99.2,579.0,238.0,23.0,99.0,6.0,337.0,29.0,68.0,5.0,59.0,6.0,3.0,0.0,17.0,894.0,116.1,143.0,24.0,2.0,4.0,0.0,28.0,2.0,11.0,0.0,8.0,1.0,0.0,0.0,2.0,2640.0,126.32,370.0,162.0,17.0,67.0,3.0,229.0,20.0,34.0,3.0,33.0,3.0,2.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamato  Wakatsuki,Y. Wakatsuki,30556,2002-01-18,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,66.92,10.58,22.97,47.12,8.57,14.05,19.8,2.02,8.92,TRUE,7722.0,115.39,1101.0,605.0,60.0,143.0,8.0,748.0,68.0,28.3,77.0,9.0,74.0,12.0,7.0,0.54,1.02,0.0,,,44.0,1.99,2.71,1622.0,153.31,321.0,134.0,17.0,77.0,4.0,211.0,21.0,20.0,2.0,13.0,2.0,2.0,0.0,12.0,3503.0,152.5,667.0,435.0,36.0,55.0,3.0,490.0,39.0,36.0,6.0,34.0,5.0,4.0,0.0,30.0,5275.0,111.95,782.0,396.0,41.0,80.0,6.0,476.0,47.0,50.0,7.0,53.0,9.0,6.0,0.0,29.0,1255.0,146.44,247.0,80.0,13.0,64.0,3.0,144.0,16.0,14.0,1.0,10.0,2.0,1.0,0.0,6.0,2146.0,152.74,431.0,289.0,23.0,15.0,2.0,304.0,25.0,23.0,5.0,23.0,3.0,4.0,0.0,21.0,2447.0,123.59,319.0,209.0,19.0,63.0,2.0,272.0,21.0,27.0,2.0,21.0,3.0,1.0,0.0,15.0,367.0,181.68,74.0,54.0,4.0,13.0,1.0,67.0,5.0,6.0,1.0,3.0,0.0,1.0,0.0,6.0,1357.0,152.13,236.0,146.0,13.0,40.0,1.0,186.0,14.0,13.0,1.0,11.0,2.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Purcelo Blecha de Moraes,Matheus Moraes,70791,2000-04-22,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Attacking Midfield,Midfield,82.42,14.05,29.25,47.12,8.57,14.05,35.3,5.48,15.2,TRUE,10257.0,124.45,1611.0,565.0,61.0,178.0,9.0,743.0,70.0,30.0,113.0,7.0,88.0,22.0,6.0,0.67,0.96,1.0,1.45,,55.0,2.2,,2152.0,153.17,332.0,207.0,21.0,89.0,4.0,296.0,25.0,31.0,2.0,17.0,7.0,2.0,1.0,14.0,4834.0,165.26,1077.0,314.0,37.0,88.0,5.0,402.0,42.0,49.0,2.0,38.0,9.0,2.0,0.0,37.0,5708.0,121.14,949.0,326.0,35.0,123.0,6.0,449.0,41.0,67.0,4.0,50.0,12.0,4.0,1.0,32.0,1322.0,154.26,196.0,126.0,14.0,77.0,3.0,203.0,17.0,20.0,1.0,10.0,4.0,1.0,1.0,8.0,2381.0,169.47,617.0,174.0,20.0,45.0,3.0,219.0,23.0,26.0,1.0,19.0,5.0,1.0,0.0,22.0,4549.0,128.87,662.0,239.0,26.0,55.0,3.0,294.0,29.0,46.0,3.0,38.0,10.0,2.0,0.0,23.0,830.0,151.46,136.0,81.0,7.0,12.0,1.0,93.0,8.0,11.0,1.0,7.0,3.0,1.0,0.0,6.0,2453.0,161.38,460.0,140.0,17.0,43.0,2.0,183.0,19.0,23.0,1.0,19.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuji Ono,Y. Ono,74067,1992-12-22,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Winger,Wide Attacker,74.38,13.17,27.85,22.83,5.47,6.95,51.55,7.7,20.9,TRUE,10217.0,137.36,2175.0,730.0,57.0,99.0,7.0,829.0,64.0,26.3,123.0,5.0,92.0,18.0,3.0,1.05,1.17,0.0,,,55.0,2.04,2.7,2257.0,171.37,549.0,216.0,15.0,34.0,2.0,250.0,17.0,29.0,2.0,15.0,3.0,1.0,0.0,12.0,4850.0,174.15,1315.0,428.0,38.0,59.0,4.0,487.0,42.0,55.0,2.0,39.0,9.0,2.0,0.0,39.0,3245.0,142.14,710.0,259.0,15.0,9.0,1.0,268.0,16.0,35.0,2.0,26.0,8.0,1.0,0.0,18.0,1013.0,185.19,261.0,110.0,4.0,5.0,0.0,115.0,4.0,9.0,1.0,6.0,2.0,0.0,0.0,5.0,1223.0,175.97,348.0,138.0,10.0,4.0,1.0,142.0,11.0,14.0,1.0,6.0,3.0,1.0,0.0,11.0,6972.0,135.25,1465.0,471.0,42.0,90.0,6.0,561.0,48.0,88.0,3.0,66.0,10.0,2.0,0.0,37.0,1244.0,161.56,288.0,106.0,11.0,29.0,2.0,135.0,13.0,20.0,1.0,9.0,1.0,1.0,0.0,7.0,3627.0,173.54,967.0,290.0,28.0,55.0,3.0,345.0,31.0,41.0,1.0,33.0,6.0,1.0,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kakeru Funaki,K. Funaki,254420,1998-04-13,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Left Center Back,Central Defender,98.67,16.27,34.95,47.12,8.57,14.05,51.55,7.7,20.9,TRUE,9727.0,98.58,1277.0,446.0,46.0,123.0,6.0,569.0,52.0,29.1,127.0,3.0,114.0,9.0,2.0,0.86,,1.0,1.44,,33.0,2.08,,2136.0,131.28,388.0,102.0,9.0,20.0,1.0,122.0,10.0,20.0,0.0,15.0,1.0,0.0,0.0,6.0,4338.0,124.12,659.0,270.0,30.0,87.0,5.0,357.0,35.0,63.0,2.0,54.0,4.0,1.0,1.0,24.0,4837.0,102.65,715.0,265.0,25.0,72.0,3.0,337.0,28.0,63.0,2.0,56.0,4.0,2.0,1.0,22.0,1248.0,145.62,235.0,59.0,6.0,15.0,1.0,74.0,7.0,13.0,0.0,9.0,1.0,0.0,0.0,4.0,1864.0,132.67,326.0,151.0,15.0,42.0,2.0,193.0,17.0,29.0,1.0,21.0,1.0,1.0,0.0,16.0,4890.0,94.86,562.0,181.0,21.0,51.0,3.0,232.0,24.0,64.0,1.0,58.0,5.0,0.0,0.0,11.0,888.0,115.32,153.0,43.0,3.0,5.0,0.0,48.0,3.0,7.0,0.0,6.0,0.0,0.0,0.0,2.0,2474.0,118.37,333.0,119.0,15.0,45.0,3.0,164.0,18.0,34.0,1.0,33.0,3.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soya Fujiwara,S. Fujiwara,606994,1995-09-09,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Back,Full Back,98.67,16.27,34.95,47.12,8.57,14.05,51.55,7.7,20.9,TRUE,11460.0,116.14,1755.0,681.0,59.0,137.0,9.0,818.0,68.0,28.1,136.0,8.0,121.0,15.0,6.0,0.84,,2.0,2.07,,47.0,2.06,2.95,2442.0,150.09,436.0,162.0,17.0,79.0,3.0,241.0,20.0,28.0,1.0,16.0,3.0,1.0,0.0,9.0,5182.0,148.27,1028.0,417.0,35.0,45.0,5.0,462.0,40.0,66.0,4.0,59.0,5.0,3.0,1.0,33.0,5563.0,118.06,813.0,365.0,35.0,117.0,7.0,482.0,42.0,64.0,4.0,56.0,8.0,4.0,1.0,25.0,1353.0,157.88,240.0,88.0,10.0,65.0,2.0,153.0,12.0,15.0,0.0,9.0,2.0,0.0,0.0,5.0,2140.0,152.31,437.0,216.0,20.0,45.0,4.0,261.0,24.0,29.0,2.0,24.0,2.0,2.0,1.0,16.0,5897.0,114.39,942.0,316.0,24.0,20.0,2.0,336.0,26.0,72.0,4.0,65.0,7.0,2.0,0.0,22.0,1089.0,141.43,196.0,74.0,7.0,14.0,1.0,88.0,8.0,13.0,1.0,7.0,1.0,1.0,0.0,4.0,3042.0,145.55,591.0,201.0,15.0,0.0,1.0,201.0,16.0,37.0,2.0,35.0,3.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Ochiai,R. Ochiai,681006,1999-05-23,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Center Forward,Center Forward,31.75,5.67,11.98,0.0,0.0,0.0,31.75,5.67,11.98,TRUE,3990.0,125.67,611.0,235.0,22.0,38.0,3.0,273.0,25.0,26.5,46.0,5.0,37.0,5.0,2.0,0.64,1.03,1.0,1.48,1.92,32.0,2.08,2.73,965.0,170.19,206.0,131.0,11.0,31.0,2.0,162.0,13.0,13.0,1.0,6.0,2.0,1.0,1.0,11.0,1760.0,146.91,314.0,57.0,6.0,7.0,1.0,64.0,7.0,16.0,2.0,16.0,2.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.0,125.67,611.0,235.0,22.0,38.0,3.0,273.0,25.0,46.0,5.0,37.0,5.0,2.0,1.0,32.0,965.0,170.19,206.0,131.0,11.0,31.0,2.0,162.0,13.0,13.0,1.0,6.0,2.0,1.0,1.0,11.0,1760.0,146.91,314.0,57.0,6.0,7.0,1.0,64.0,7.0,16.0,2.0,16.0,2.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eiji Shirai,E. Shirai,790927,1995-09-26,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Left Defensive Midfield,Midfield,98.67,16.27,34.95,47.12,8.57,14.05,51.55,7.7,20.9,TRUE,11973.0,121.34,2180.0,674.0,61.0,92.0,7.0,766.0,68.0,26.2,136.0,5.0,120.0,15.0,4.0,0.93,,0.0,,,53.0,2.5,3.14,2605.0,160.11,643.0,172.0,16.0,43.0,2.0,215.0,18.0,33.0,1.0,24.0,3.0,1.0,0.0,12.0,5608.0,160.46,1244.0,434.0,39.0,43.0,4.0,477.0,43.0,62.0,1.0,49.0,8.0,1.0,0.0,34.0,5679.0,120.52,1017.0,405.0,33.0,64.0,5.0,469.0,38.0,68.0,4.0,59.0,8.0,3.0,0.0,31.0,1446.0,168.73,382.0,130.0,9.0,20.0,1.0,150.0,10.0,19.0,1.0,16.0,2.0,1.0,0.0,7.0,2356.0,167.69,523.0,244.0,20.0,39.0,4.0,283.0,24.0,29.0,1.0,17.0,4.0,1.0,0.0,19.0,6294.0,122.1,1163.0,269.0,28.0,28.0,2.0,297.0,30.0,68.0,1.0,61.0,7.0,0.0,0.0,22.0,1159.0,150.52,261.0,42.0,7.0,23.0,1.0,65.0,8.0,14.0,0.0,8.0,1.0,0.0,0.0,5.0,3252.0,155.6,721.0,190.0,19.0,4.0,0.0,194.0,19.0,33.0,0.0,32.0,4.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takuya Shimamura,T. Shimamura,798066,1999-03-06,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Left Winger,Wide Attacker,82.42,14.05,29.25,47.12,8.57,14.05,35.3,5.48,15.2,TRUE,9983.0,121.12,1657.0,705.0,69.0,190.0,13.0,895.0,82.0,28.0,112.0,8.0,98.0,17.0,7.0,0.79,0.79,3.0,1.57,1.57,66.0,2.2,2.71,2244.0,159.72,453.0,205.0,17.0,72.0,4.0,277.0,21.0,29.0,1.0,19.0,4.0,1.0,0.0,22.0,4469.0,152.79,981.0,429.0,43.0,98.0,8.0,527.0,51.0,55.0,4.0,41.0,8.0,3.0,1.0,40.0,5532.0,117.4,924.0,381.0,41.0,114.0,8.0,495.0,49.0,63.0,7.0,52.0,12.0,6.0,2.0,43.0,1362.0,158.93,277.0,138.0,12.0,49.0,3.0,187.0,15.0,17.0,1.0,10.0,3.0,1.0,0.0,12.0,2168.0,154.31,510.0,210.0,23.0,56.0,5.0,266.0,28.0,31.0,4.0,21.0,5.0,3.0,1.0,28.0,4451.0,126.09,733.0,324.0,28.0,76.0,5.0,400.0,33.0,49.0,1.0,46.0,5.0,0.0,0.0,23.0,882.0,160.95,176.0,67.0,5.0,23.0,1.0,90.0,6.0,12.0,0.0,9.0,1.0,0.0,0.0,10.0,2301.0,151.38,471.0,219.0,20.0,42.0,3.0,261.0,23.0,24.0,0.0,20.0,3.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiki Arai,T. Arai,798155,1997-06-19,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Attacking Midfield,Midfield,16.25,2.22,5.7,0.0,0.0,0.0,16.25,2.22,5.7,TRUE,2000.0,123.08,345.0,127.0,10.0,49.0,1.0,176.0,11.0,27.7,24.0,1.0,21.0,2.0,0.0,,,0.0,,,12.0,2.39,3.09,431.0,194.14,87.0,47.0,2.0,2.0,0.0,49.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,931.0,163.33,204.0,56.0,5.0,40.0,1.0,96.0,6.0,9.0,0.0,7.0,2.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,123.08,345.0,127.0,10.0,49.0,1.0,176.0,11.0,24.0,1.0,21.0,2.0,0.0,0.0,12.0,431.0,194.14,87.0,47.0,2.0,2.0,0.0,49.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,931.0,163.33,204.0,56.0,5.0,40.0,1.0,96.0,6.0,9.0,0.0,7.0,2.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuke Onishi,Y. Onishi,813849,2001-05-20,Albirex Niigata,2926,Imabari - Albirex Niigata,2056530,2026-03-01,J2/J3 100 Year Vision League,601,2026,130,1426,Right Defensive Midfield,Midfield,31.75,5.67,11.98,0.0,0.0,0.0,31.75,5.67,11.98,TRUE,4451.0,140.19,905.0,351.0,28.0,66.0,6.0,417.0,34.0,27.5,56.0,0.0,50.0,9.0,0.0,,,0.0,,,28.0,2.47,3.29,984.0,173.54,191.0,106.0,10.0,32.0,2.0,138.0,12.0,12.0,0.0,6.0,1.0,0.0,0.0,7.0,2164.0,180.63,578.0,192.0,17.0,34.0,4.0,226.0,21.0,27.0,0.0,23.0,3.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.0,140.19,905.0,351.0,28.0,66.0,6.0,417.0,34.0,56.0,0.0,50.0,9.0,0.0,0.0,28.0,984.0,173.54,191.0,106.0,10.0,32.0,2.0,138.0,12.0,12.0,0.0,6.0,1.0,0.0,0.0,7.0,2164.0,180.63,578.0,192.0,17.0,34.0,4.0,226.0,21.0,27.0,0.0,23.0,3.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
